t,S,E,I,H,C,R,D
121.25,5067001.775,78018.33485,46117.50332,5513.745394,2703.197517,297289.0934,3356.350182
121.5,5063380.785,78379.38954,46483.71817,5559.048583,2726.516135,300080.2723,3390.270227
121.75,5059781.116,78707.20074,46839.30291,5604.6248,2749.996198,302893.2762,3424.482724
122,5055678.584,79515.52118,47194.92979,5650.440421,2773.637849,305727.8972,3458.98969
122.25,5051510.248,80351.88588,47565.69589,5696.514727,2797.44125,308584.4206,3493.793148
122.5,5047818.863,80686.62594,47937.811,5742.904498,2821.406991,311463.4934,3528.895124
122.75,5044130.481,81007.54647,48297.80849,5789.559659,2845.535785,314364.7714,3564.297653
123,5039895.279,81852.7591,48657.59453,5836.451882,2869.827373,317288.0854,3600.002773
123.25,5035582.821,82735.60026,49034.16524,5883.580062,2894.282163,320233.539,3636.012525
123.5,5031774.048,83086.82799,49415.48756,5930.966754,2918.900041,323201.4409,3672.328946
123.75,5027979.588,83414.06112,49782.88759,5978.64568,2943.680167,326192.1834,3708.95408
124,5023603.935,84299.19899,50150.18145,6026.583456,2968.623605,329205.5874,3745.889956
124.25,5019174.186,85195.97758,50536.62779,6074.756605,2993.731931,332241.5813,3783.138614
124.5,5015292.966,85517.20995,50926.41292,6123.196491,3019.003325,335300.5091,3820.702131
124.75,5011378.946,85863.21667,51299.76593,6171.969742,3044.437413,338383.0822,3858.582537
125,5006880.044,86767.43638,51676.34517,6220.958613,3070.037385,341488.3971,3896.781875
125.25,5002347.736,87663.6811,52070.61419,6270.182327,3095.801357,344616.6828,3935.302217
125.5,4998354.606,87995.18144,52465.51093,6319.751309,3121.729474,347769.0748,3974.145624
125.75,4994337.595,88340.73451,52845.77712,6369.603573,3147.823619,350945.1517,4013.314143
126,4989716.528,89263.79892,53228.90542,6419.653955,3174.08361,354144.22,4052.809865
126.25,4985065.181,90174.68629,53630.25015,6469.94911,3200.508476,357366.7897,4092.634854
126.5,4980966.727,90506.83368,54032.16173,6520.579057,3227.098464,360613.8092,4132.791178
126.75,4976844.518,90852.99153,54418.89106,6571.494885,3253.855048,363884.9686,4173.280905
127,4972102.345,91792.24143,54808.41999,6622.603562,3280.778228,367179.5061,4214.106123
127.25,4967290.702,92756.91252,55217.4873,6673.940393,3307.866877,370497.8222,4255.268915
127.5,4963100.645,93071.52075,55629.53065,6725.591554,3335.12088,373840.8196,4296.77135
